rooms_2/navigation_2.ltlf,rooms_2/envs_csyft_2/envs_1.ltlf,0.017,0,0,0
rooms_2/navigation_2.ltlf,rooms_2/envs_csyft_2/envs_2.ltlf,0.017,0,0,0
rooms_3/navigation_3.ltlf,rooms_3/envs_csyft_2/envs_1.ltlf,0.023,0,0,0
rooms_3/navigation_3.ltlf,rooms_3/envs_csyft_2/envs_2.ltlf,0.022,0,0.001,0
rooms_3/navigation_3.ltlf,rooms_3/envs_csyft_2/envs_3.ltlf,0.023,0,0.001,0.001
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_2/envs_1.ltlf,0.035,0,0.001,0.001
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_2/envs_2.ltlf,0.035,0.001,0.002,0.002
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_2/envs_3.ltlf,0.039,0.001,0.003,0.003
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_2/envs_4.ltlf,0.04,0.001,0.003,0.003
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_2/envs_1.ltlf,0.387,0.002,0.005,0.005
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_2/envs_2.ltlf,0.389,0.002,0.009,0.007
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_2/envs_3.ltlf,0.392,0.002,0.01,0.01
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_2/envs_4.ltlf,0.415,0.003,0.014,0.015
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_2/envs_5.ltlf,0.595,0.004,0.019,0.015
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_2/envs_1.ltlf,113.52,0.005,0.019,0.022
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_2/envs_2.ltlf,114.749,0.005,0.033,0.018
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_2/envs_3.ltlf,113.263,0.006,0.039,0.025
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_2/envs_4.ltlf,113.105,0.007,0.034,0.037
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_2/envs_5.ltlf,114.353,0.006,0.038,0.041
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_2/envs_6.ltlf,113.412,0.006,0.046,0.035
