rooms_2/navigation_2.ltlf,rooms_2/envs_csyft_3/envs_1.ltlf,0.017
rooms_2/navigation_2.ltlf,rooms_2/envs_csyft_3/envs_2.ltlf,0.017
rooms_3/navigation_3.ltlf,rooms_3/envs_csyft_3/envs_1.ltlf,0.021
rooms_3/navigation_3.ltlf,rooms_3/envs_csyft_3/envs_2.ltlf,0.025
rooms_3/navigation_3.ltlf,rooms_3/envs_csyft_3/envs_3.ltlf,0.029
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_3/envs_1.ltlf,0.043
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_3/envs_2.ltlf,0.047
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_3/envs_3.ltlf,0.06
rooms_4/navigation_4.ltlf,rooms_4/envs_csyft_3/envs_4.ltlf,0.069
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_3/envs_1.ltlf,0.397
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_3/envs_2.ltlf,0.418
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_3/envs_3.ltlf,0.446
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_3/envs_4.ltlf,0.485
rooms_5/navigation_5.ltlf,rooms_5/envs_csyft_3/envs_5.ltlf,0.54
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_3/envs_1.ltlf,111.573
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_3/envs_2.ltlf,113.062
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_3/envs_3.ltlf,112.666
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_3/envs_4.ltlf,113.469
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_3/envs_5.ltlf,113.917
rooms_6/navigation_6.ltlf,rooms_6/envs_csyft_3/envs_6.ltlf,112.401
