counter_1,CSyft_1/core_1/envs_1,0.01
counter_1,CSyft_1/core_1/envs_2,0.013
counter_1,CSyft_1/core_1/envs_3,0.018
counter_1,CSyft_1/core_1/envs_4,0.021
counter_1,CSyft_1/core_1/envs_5,0.02
counter_1,CSyft_1/core_1/envs_6,0.025
counter_1,CSyft_1/core_1/envs_7,0.032
counter_1,CSyft_1/core_1/envs_8,0.039
counter_1,CSyft_1/core_1/envs_9,0.041
counter_1,CSyft_1/core_1/envs_10,0.053
counter_1,CSyft_1/core_1/envs_11,0.067
counter_1,CSyft_1/core_1/envs_12,0.084
counter_1,CSyft_1/core_1/envs_13,0.107
counter_1,CSyft_1/core_1/envs_14,0.135
counter_1,CSyft_1/core_1/envs_15,0.171
counter_1,CSyft_1/core_1/envs_16,0.203
counter_1,CSyft_1/core_1/envs_17,0.246
counter_1,CSyft_1/core_1/envs_18,0.314
counter_1,CSyft_1/core_1/envs_19,0.395
counter_1,CSyft_1/core_1/envs_20,0.476
counter_1,CSyft_1/core_1/envs_21,0.816
counter_1,CSyft_1/core_1/envs_22,0.946
counter_1,CSyft_1/core_1/envs_23,1.135
counter_1,CSyft_1/core_1/envs_24,1.29
counter_1,CSyft_1/core_1/envs_25,1.093
counter_1,CSyft_1/core_1/envs_26,1.281
counter_1,CSyft_1/core_1/envs_27,2.123
counter_1,CSyft_1/core_1/envs_28,4.244
counter_1,CSyft_1/core_1/envs_29,3.857
counter_1,CSyft_1/core_1/envs_30,3.443
counter_1,CSyft_1/core_1/envs_31,3.062
counter_1,CSyft_1/core_1/envs_32,3.567
counter_1,CSyft_1/core_1/envs_33,4.416
counter_1,CSyft_1/core_1/envs_34,6.945
counter_1,CSyft_1/core_1/envs_35,5.55
counter_1,CSyft_1/core_1/envs_36,5.323
counter_1,CSyft_1/core_1/envs_37,5.931
counter_1,CSyft_1/core_1/envs_38,6.892
counter_1,CSyft_1/core_1/envs_39,7.798
counter_1,CSyft_1/core_1/envs_40,9.285
counter_1,CSyft_1/core_1/envs_41,10.447
counter_1,CSyft_1/core_1/envs_42,11.801
counter_1,CSyft_1/core_1/envs_43,12.443
counter_1,CSyft_1/core_1/envs_44,13.838
counter_1,CSyft_1/core_1/envs_45,15.52
counter_1,CSyft_1/core_1/envs_46,17.336
counter_1,CSyft_1/core_1/envs_47,19.24
counter_1,CSyft_1/core_1/envs_48,21.793
counter_1,CSyft_1/core_1/envs_49,24.232
counter_1,CSyft_1/core_1/envs_50,26.426
counter_1,CSyft_1/core_1/envs_51,29.39
counter_1,CSyft_1/core_1/envs_52,32.534
counter_1,CSyft_1/core_1/envs_53,34.549
counter_1,CSyft_1/core_1/envs_54,38.706
counter_1,CSyft_1/core_1/envs_55,41.959
counter_1,CSyft_1/core_1/envs_56,45.108
counter_1,CSyft_1/core_1/envs_57,49.217
counter_1,CSyft_1/core_1/envs_58,53.161
counter_1,CSyft_1/core_1/envs_59,57.069
counter_1,CSyft_1/core_1/envs_60,62.093
counter_1,CSyft_1/core_1/envs_61,83.827
counter_1,CSyft_1/core_1/envs_62,74.574
counter_1,CSyft_1/core_1/envs_63,75.757
counter_1,CSyft_1/core_1/envs_64,88.336
counter_1,CSyft_1/core_1/envs_65,101.277
counter_1,CSyft_1/core_1/envs_66,115.428
counter_1,CSyft_1/core_1/envs_67,104.051
counter_1,CSyft_1/core_1/envs_68,113.188
counter_1,CSyft_1/core_1/envs_69,135.462
counter_1,CSyft_1/core_1/envs_70,151.045
counter_1,CSyft_1/core_1/envs_71,138.106
counter_1,CSyft_1/core_1/envs_72,150.891
counter_1,CSyft_1/core_1/envs_73,158.357
counter_1,CSyft_1/core_1/envs_74,169.472
counter_1,CSyft_1/core_1/envs_75,184.81
counter_1,CSyft_1/core_1/envs_76,194.308
counter_1,CSyft_1/core_1/envs_77,205.517
counter_1,CSyft_1/core_1/envs_78,217.705
counter_1,CSyft_1/core_1/envs_79,232.041
counter_1,CSyft_1/core_1/envs_80,247.337
counter_1,CSyft_1/core_1/envs_81,258.196
counter_1,CSyft_1/core_1/envs_82,282.108
counter_2,CSyft_1/core_1/envs_1,0.017
counter_2,CSyft_1/core_1/envs_2,0.022
counter_2,CSyft_1/core_1/envs_3,0.022
counter_2,CSyft_1/core_1/envs_4,0.025
counter_2,CSyft_1/core_1/envs_5,0.03
counter_2,CSyft_1/core_1/envs_6,0.034
counter_2,CSyft_1/core_1/envs_7,0.051
counter_2,CSyft_1/core_1/envs_8,0.056
counter_2,CSyft_1/core_1/envs_9,0.064
counter_2,CSyft_1/core_1/envs_10,0.078
counter_2,CSyft_1/core_1/envs_11,0.089
counter_2,CSyft_1/core_1/envs_12,0.11
counter_2,CSyft_1/core_1/envs_13,0.14
counter_2,CSyft_1/core_1/envs_14,0.176
counter_2,CSyft_1/core_1/envs_15,0.212
counter_2,CSyft_1/core_1/envs_16,0.258
counter_2,CSyft_1/core_1/envs_17,0.325
counter_2,CSyft_1/core_1/envs_18,0.408
counter_2,CSyft_1/core_1/envs_19,0.48
counter_2,CSyft_1/core_1/envs_20,0.567
counter_2,CSyft_1/core_1/envs_21,0.682
counter_2,CSyft_1/core_1/envs_22,0.832
counter_2,CSyft_1/core_1/envs_23,1.003
counter_2,CSyft_1/core_1/envs_24,1.136
counter_2,CSyft_1/core_1/envs_25,1.289
counter_2,CSyft_1/core_1/envs_26,1.55
counter_2,CSyft_1/core_1/envs_27,1.831
counter_2,CSyft_1/core_1/envs_28,2.121
counter_2,CSyft_1/core_1/envs_29,2.702
counter_2,CSyft_1/core_1/envs_30,3.033
counter_2,CSyft_1/core_1/envs_31,3.52
counter_2,CSyft_1/core_1/envs_32,4.019
counter_2,CSyft_1/core_1/envs_33,4.524
counter_2,CSyft_1/core_1/envs_34,5.199
counter_2,CSyft_1/core_1/envs_35,5.897
counter_2,CSyft_1/core_1/envs_36,6.641
counter_2,CSyft_1/core_1/envs_37,7.398
counter_2,CSyft_1/core_1/envs_38,8.237
counter_2,CSyft_1/core_1/envs_39,9.168
counter_2,CSyft_1/core_1/envs_40,10.461
counter_2,CSyft_1/core_1/envs_41,11.639
counter_2,CSyft_1/core_1/envs_42,13.003
counter_2,CSyft_1/core_1/envs_43,14.406
counter_2,CSyft_1/core_1/envs_44,16.149
counter_2,CSyft_1/core_1/envs_45,17.581
counter_2,CSyft_1/core_1/envs_46,19.292
counter_2,CSyft_1/core_1/envs_47,21.196
counter_2,CSyft_1/core_1/envs_48,23.522
counter_2,CSyft_1/core_1/envs_49,25.903
counter_2,CSyft_1/core_1/envs_50,28.426
counter_2,CSyft_1/core_1/envs_51,31.296
counter_2,CSyft_1/core_1/envs_52,34.021
counter_2,CSyft_1/core_1/envs_53,37.444
counter_2,CSyft_1/core_1/envs_54,40.794
counter_2,CSyft_1/core_1/envs_55,44.414
counter_2,CSyft_1/core_1/envs_56,48.31
counter_2,CSyft_1/core_1/envs_57,48.471
counter_2,CSyft_1/core_1/envs_58,61.929
counter_2,CSyft_1/core_1/envs_59,74.538
counter_2,CSyft_1/core_1/envs_60,79.544
counter_2,CSyft_1/core_1/envs_61,82.504
counter_2,CSyft_1/core_1/envs_62,93.938
counter_2,CSyft_1/core_1/envs_63,96.264
counter_2,CSyft_1/core_1/envs_64,96.164
counter_2,CSyft_1/core_1/envs_65,112.833
counter_2,CSyft_1/core_1/envs_66,113.925
counter_2,CSyft_1/core_1/envs_67,125.907
counter_2,CSyft_1/core_1/envs_68,121.996
counter_2,CSyft_1/core_1/envs_69,130.784
